project_id,name,state,district,project_type,land_area_hectares,affected_families,compensation_percentage,approval_delay_days,legal_disputes_count,documentation_complete,notification_complete,possession_percentage,rehabilitation_percentage,stakeholder_responsiveness,historical_district_delay_score,current_stage,actual_delay_days,delayed_flag
LA-OD-2026-0824,Jharsuguda Dedicated Freight Rail Freight Corridor & Terminal,Odisha,Jharsuguda,Railways & Dedicated Freight,1136.9,896,90.4,1,1,True,True,72.6,50.3,Medium,6.0,Final Acquisition Complete,1,0
LA-MA-2026-0825,Aurangabad Dedicated Freight Rail Freight Corridor & Terminal,Maharashtra,Aurangabad,Railways & Dedicated Freight,1176.2,2408,39.3,47,0,False,True,0.4,18.6,Low,5.2,Objection / Legal Hearing (Sec 15),104,1
LA-GU-2026-0826,Rajkot Ring-Rail & Transit Oriented Development,Gujarat,Rajkot,Urban Metros & Smart Cities,240.0,269,53.0,35,3,True,True,20.1,19.5,Medium,4.1,Compensation Disbursement,90,1
LA-MA-2026-0827,Thane Ultra-Mega 500MW Solar Photovoltaic Park,Maharashtra,Thane,Renewable Energy & Solar Parks,1178.9,728,2.5,0,0,False,False,0.0,0.0,Medium,6.7,Preliminary Investigation,63,1
LA-JH-2026-0828,Hazaribagh Dedicated Freight Rail Freight Corridor & Terminal,Jharkhand,Hazaribagh,Railways & Dedicated Freight,238.6,223,96.2,5,1,True,True,96.5,80.0,High,6.4,Possession (Sec 38),0,0
LA-UT-2026-0829,Kanpur Bypass 6-Lane Expressway Expansion,Uttar Pradesh,Kanpur,Highways & Expressways,1068.7,2230,98.0,5,1,True,True,97.4,55.4,High,5.4,Final Acquisition Complete,0,0
LA-MA-2026-0830,Nashik Block-IV Mineral Extraction & Processing Node,Maharashtra,Nashik,Mining & Coal Exploration,1116.1,1781,83.4,7,0,True,True,64.7,77.7,Medium,5.2,Possession (Sec 38),3,0
LA-MA-2026-0831,Indore Multi-Village Barrage & Micro-Irrigation Canal,Madhya Pradesh,Indore,Irrigation & Water Reservoirs,1021.1,696,13.7,34,2,False,True,0.0,0.0,Medium,3.9,Notification (Sec 11),108,1
LA-UT-2026-0832,Agra Multi-Village Barrage & Micro-Irrigation Canal,Uttar Pradesh,Agra,Irrigation & Water Reservoirs,468.1,693,45.9,17,2,False,True,29.4,34.4,High,5.8,Rehabilitation & Resettlement (R&R),75,1
LA-OD-2026-0833,Bhubaneswar Ultra-Mega 500MW Solar Photovoltaic Park,Odisha,Bhubaneswar,Renewable Energy & Solar Parks,778.1,1539,0.7,12,2,False,True,0.0,0.0,Medium,5.2,Land Survey & Demarcation,88,1
LA-JH-2026-0834,Bokaro Block-IV Mineral Extraction & Processing Node,Jharkhand,Bokaro,Mining & Coal Exploration,1095.0,763,13.4,4,1,False,False,0.0,0.0,Medium,5.8,Preliminary Investigation,75,1
LA-JH-2026-0835,Ranchi Block-IV Mineral Extraction & Processing Node,Jharkhand,Ranchi,Mining & Coal Exploration,1087.7,1978,5.0,14,2,True,False,0.0,0.0,Medium,7.6,Preliminary Investigation,82,1
LA-GU-2026-0836,Ahmedabad Block-IV Mineral Extraction & Processing Node,Gujarat,Ahmedabad,Mining & Coal Exploration,824.5,1583,45.1,11,3,True,True,47.6,47.7,High,3.7,Rehabilitation & Resettlement (R&R),46,1
LA-GU-2026-0837,Vadodara Block-IV Mineral Extraction & Processing Node,Gujarat,Vadodara,Mining & Coal Exploration,761.2,982,6.7,4,0,False,False,0.0,0.0,Low,4.2,Preliminary Investigation,72,1
LA-MA-2026-0838,Bhopal Block-IV Mineral Extraction & Processing Node,Madhya Pradesh,Bhopal,Mining & Coal Exploration,359.6,385,42.0,81,0,True,True,40.4,34.7,High,5.7,Rehabilitation & Resettlement (R&R),75,0
LA-JH-2026-0839,Bokaro Multi-Village Barrage & Micro-Irrigation Canal,Jharkhand,Bokaro,Irrigation & Water Reservoirs,123.2,232,6.5,9,2,False,True,0.0,0.0,High,5.6,Land Survey & Demarcation,86,1
LA-JH-2026-0840,Hazaribagh Block-IV Mineral Extraction & Processing Node,Jharkhand,Hazaribagh,Mining & Coal Exploration,693.3,1661,14.3,29,1,True,False,0.0,0.0,Medium,5.6,Preliminary Investigation,62,1
LA-JH-2026-0841,Bokaro Dedicated Freight Rail Freight Corridor & Terminal,Jharkhand,Bokaro,Railways & Dedicated Freight,762.0,892,0.4,15,0,False,True,0.0,0.0,High,6.1,Land Survey & Demarcation,61,1
LA-UT-2026-0842,Varanasi Bypass 6-Lane Expressway Expansion,Uttar Pradesh,Varanasi,Highways & Expressways,633.7,338,72.1,10,1,True,True,22.9,16.9,High,5.4,Rehabilitation & Resettlement (R&R),13,0
LA-JH-2026-0843,Bokaro Multimodal Logistics Hub & Industrial Township,Jharkhand,Bokaro,Industrial Corridors & SEZ,687.3,445,13.7,18,2,False,False,0.0,0.0,High,5.8,Preliminary Investigation,94,1
LA-OD-2026-0844,Jharsuguda Multi-Village Barrage & Micro-Irrigation Canal,Odisha,Jharsuguda,Irrigation & Water Reservoirs,1105.3,891,80.8,30,0,True,True,65.8,81.9,High,6.7,Possession (Sec 38),5,0
LA-UT-2026-0845,Gorakhpur Bypass 6-Lane Expressway Expansion,Uttar Pradesh,Gorakhpur,Highways & Expressways,507.2,1146,99.6,30,0,True,True,65.0,81.3,High,6.1,Possession (Sec 38),9,0
LA-GU-2026-0846,Rajkot Block-IV Mineral Extraction & Processing Node,Gujarat,Rajkot,Mining & Coal Exploration,408.1,529,38.4,56,5,True,True,18.7,24.5,High,4.0,Compensation Disbursement,120,1
LA-GU-2026-0847,Vadodara Bypass 6-Lane Expressway Expansion,Gujarat,Vadodara,Highways & Expressways,791.4,871,93.2,10,0,True,True,84.9,52.5,High,3.5,Final Acquisition Complete,0,0
LA-GU-2026-0848,Rajkot Multi-Village Barrage & Micro-Irrigation Canal,Gujarat,Rajkot,Irrigation & Water Reservoirs,346.2,689,2.3,9,0,False,True,0.0,0.0,High,4.3,Land Survey & Demarcation,43,0
LA-OD-2026-0849,Sambalpur Ring-Rail & Transit Oriented Development,Odisha,Sambalpur,Urban Metros & Smart Cities,889.0,2001,93.6,10,0,True,True,63.4,50.4,Low,6.5,Final Acquisition Complete,11,0
LA-TA-2026-0850,Coimbatore Bypass 6-Lane Expressway Expansion,Tamil Nadu,Coimbatore,Highways & Expressways,757.3,856,54.0,81,0,True,True,23.5,23.8,Medium,3.6,Compensation Disbursement,57,0
LA-UT-2026-0851,Varanasi Dedicated Freight Rail Freight Corridor & Terminal,Uttar Pradesh,Varanasi,Railways & Dedicated Freight,674.0,969,90.7,30,1,True,True,96.1,98.8,Medium,5.9,Final Acquisition Complete,21,0
LA-MA-2026-0852,Pune Dedicated Freight Rail Freight Corridor & Terminal,Maharashtra,Pune,Railways & Dedicated Freight,713.8,1767,6.6,28,0,False,False,0.0,0.0,Low,4.4,Preliminary Investigation,83,1
LA-TA-2026-0853,Madurai Dedicated Freight Rail Freight Corridor & Terminal,Tamil Nadu,Madurai,Railways & Dedicated Freight,820.9,1915,42.7,42,2,False,True,14.4,3.9,Low,3.8,Compensation Assessment,113,1
LA-MA-2026-0854,Bhopal Block-IV Mineral Extraction & Processing Node,Madhya Pradesh,Bhopal,Mining & Coal Exploration,250.6,265,42.1,44,1,True,True,7.3,18.1,Medium,5.8,Compensation Assessment,70,1
LA-GU-2026-0855,Vadodara Multi-Village Barrage & Micro-Irrigation Canal,Gujarat,Vadodara,Irrigation & Water Reservoirs,416.2,234,13.9,19,0,True,True,0.0,0.0,High,4.2,Notification (Sec 11),19,0
LA-MA-2026-0856,Gwalior Multi-Village Barrage & Micro-Irrigation Canal,Madhya Pradesh,Gwalior,Irrigation & Water Reservoirs,456.0,695,52.6,80,2,True,True,38.3,21.6,Medium,5.2,Compensation Disbursement,118,1
LA-AN-2026-0857,Visakhapatnam Multimodal Logistics Hub & Industrial Township,Andhra Pradesh,Visakhapatnam,Industrial Corridors & SEZ,1037.2,2376,33.4,18,2,True,True,40.5,27.1,Medium,3.7,Compensation Disbursement,54,1
LA-OD-2026-0858,Bhubaneswar Ring-Rail & Transit Oriented Development,Odisha,Bhubaneswar,Urban Metros & Smart Cities,1047.4,1817,65.7,88,0,True,True,44.9,38.0,Low,4.3,Compensation Disbursement,96,1
LA-UT-2026-0859,Varanasi Multimodal Logistics Hub & Industrial Township,Uttar Pradesh,Varanasi,Industrial Corridors & SEZ,29.5,61,0.7,20,2,True,True,0.0,0.0,High,5.5,Notification (Sec 11),80,1
LA-OD-2026-0860,Jharsuguda Multimodal Logistics Hub & Industrial Township,Odisha,Jharsuguda,Industrial Corridors & SEZ,545.0,825,14.6,34,0,False,False,0.0,0.0,High,6.0,Preliminary Investigation,66,1
LA-MA-2026-0861,Pune Dedicated Freight Rail Freight Corridor & Terminal,Maharashtra,Pune,Railways & Dedicated Freight,488.7,1061,6.2,13,1,False,True,0.0,0.0,High,4.8,Land Survey & Demarcation,74,1
LA-TA-2026-0862,Coimbatore Block-IV Mineral Extraction & Processing Node,Tamil Nadu,Coimbatore,Mining & Coal Exploration,911.3,573,22.0,62,0,True,True,11.0,12.4,Low,4.3,Compensation Assessment,80,1
LA-MA-2026-0863,Thane Multimodal Logistics Hub & Industrial Township,Maharashtra,Thane,Industrial Corridors & SEZ,693.8,1355,5.4,31,1,False,True,0.0,0.0,Medium,6.8,Notification (Sec 11),99,1
LA-TA-2026-0864,Coimbatore Multi-Village Barrage & Micro-Irrigation Canal,Tamil Nadu,Coimbatore,Irrigation & Water Reservoirs,1059.0,1216,98.4,14,0,True,True,76.1,93.4,Medium,4.0,Possession (Sec 38),4,0
LA-GU-2026-0865,Rajkot Multi-Village Barrage & Micro-Irrigation Canal,Gujarat,Rajkot,Irrigation & Water Reservoirs,494.3,260,9.9,37,0,True,True,0.0,0.0,Medium,4.4,Land Survey & Demarcation,50,0
LA-JH-2026-0866,Bokaro Multi-Village Barrage & Micro-Irrigation Canal,Jharkhand,Bokaro,Irrigation & Water Reservoirs,211.0,455,43.0,65,3,False,True,17.6,45.3,Medium,5.8,Rehabilitation & Resettlement (R&R),127,1
LA-JH-2026-0867,East Singhbhum Multi-Village Barrage & Micro-Irrigation Canal,Jharkhand,East Singhbhum,Irrigation & Water Reservoirs,191.2,293,17.6,48,1,False,True,7.4,19.1,Medium,6.3,Compensation Assessment,108,1
LA-GU-2026-0868,Ahmedabad Block-IV Mineral Extraction & Processing Node,Gujarat,Ahmedabad,Mining & Coal Exploration,459.2,1120,6.7,13,0,False,True,0.0,0.0,Medium,3.4,Land Survey & Demarcation,47,1
LA-TA-2026-0869,Salem Block-IV Mineral Extraction & Processing Node,Tamil Nadu,Salem,Mining & Coal Exploration,1084.7,2636,30.0,36,1,False,True,13.7,14.2,High,4.1,Objection / Legal Hearing (Sec 15),76,1
LA-JH-2026-0870,East Singhbhum Ultra-Mega 500MW Solar Photovoltaic Park,Jharkhand,East Singhbhum,Renewable Energy & Solar Parks,120.5,178,82.9,34,3,False,True,48.3,28.3,Medium,6.8,Compensation Disbursement,102,1
LA-TA-2026-0871,Chennai Block-IV Mineral Extraction & Processing Node,Tamil Nadu,Chennai,Mining & Coal Exploration,685.2,1416,84.5,26,0,True,True,72.6,94.2,Medium,4.1,Possession (Sec 38),1,0
LA-MA-2026-0872,Thane Ring-Rail & Transit Oriented Development,Maharashtra,Thane,Urban Metros & Smart Cities,356.9,742,94.6,9,0,True,True,60.4,63.0,Low,6.6,Final Acquisition Complete,15,0
LA-GU-2026-0873,Ahmedabad Multi-Village Barrage & Micro-Irrigation Canal,Gujarat,Ahmedabad,Irrigation & Water Reservoirs,677.4,1143,32.0,30,2,False,True,20.9,28.8,High,4.1,Rehabilitation & Resettlement (R&R),95,1
LA-JH-2026-0874,Ranchi Dedicated Freight Rail Freight Corridor & Terminal,Jharkhand,Ranchi,Railways & Dedicated Freight,1002.4,1253,53.2,51,2,True,True,23.0,23.9,High,7.4,Compensation Disbursement,87,1
LA-JH-2026-0875,Hazaribagh Bypass 6-Lane Expressway Expansion,Jharkhand,Hazaribagh,Highways & Expressways,189.4,133,10.7,22,1,True,True,0.0,0.0,Medium,5.5,Notification (Sec 11),69,1
LA-TA-2026-0876,Chennai Multimodal Logistics Hub & Industrial Township,Tamil Nadu,Chennai,Industrial Corridors & SEZ,841.1,1342,38.5,40,1,True,True,16.4,53.1,Low,4.6,Rehabilitation & Resettlement (R&R),78,1
LA-JH-2026-0877,Ranchi Bypass 6-Lane Expressway Expansion,Jharkhand,Ranchi,Highways & Expressways,916.3,2199,14.8,7,3,False,True,4.8,7.8,High,7.4,Objection / Legal Hearing (Sec 15),92,1
LA-MA-2026-0878,Bhopal Bypass 6-Lane Expressway Expansion,Madhya Pradesh,Bhopal,Highways & Expressways,717.9,658,10.3,26,4,True,True,10.5,11.6,High,5.4,Objection / Legal Hearing (Sec 15),107,1
LA-JH-2026-0879,Hazaribagh Dedicated Freight Rail Freight Corridor & Terminal,Jharkhand,Hazaribagh,Railways & Dedicated Freight,911.2,922,41.4,62,0,True,True,5.9,13.0,High,5.9,Objection / Legal Hearing (Sec 15),45,0
LA-GU-2026-0880,Surat Multimodal Logistics Hub & Industrial Township,Gujarat,Surat,Industrial Corridors & SEZ,260.2,426,39.2,64,2,True,True,10.1,17.7,Low,3.8,Objection / Legal Hearing (Sec 15),113,1
LA-OD-2026-0881,Balasore Bypass 6-Lane Expressway Expansion,Odisha,Balasore,Highways & Expressways,39.5,85,17.2,55,3,True,True,14.2,7.8,High,5.3,Compensation Assessment,110,1
LA-MA-2026-0882,Gwalior Ring-Rail & Transit Oriented Development,Madhya Pradesh,Gwalior,Urban Metros & Smart Cities,116.3,83,11.1,43,0,True,True,0.8,0.2,High,5.9,Objection / Legal Hearing (Sec 15),50,0
LA-UT-2026-0883,Lucknow Multi-Village Barrage & Micro-Irrigation Canal,Uttar Pradesh,Lucknow,Irrigation & Water Reservoirs,114.4,152,75.1,36,3,True,True,45.9,30.1,Low,4.9,Compensation Disbursement,91,1
LA-JH-2026-0884,Bokaro Multi-Village Barrage & Micro-Irrigation Canal,Jharkhand,Bokaro,Irrigation & Water Reservoirs,345.9,188,71.9,21,0,True,True,87.7,60.8,High,6.3,Final Acquisition Complete,14,0
LA-MA-2026-0885,Gwalior Ultra-Mega 500MW Solar Photovoltaic Park,Madhya Pradesh,Gwalior,Renewable Energy & Solar Parks,796.5,1926,10.6,12,2,False,False,0.0,0.0,Medium,5.9,Preliminary Investigation,102,1
LA-AN-2026-0886,Vijayawada Multimodal Logistics Hub & Industrial Township,Andhra Pradesh,Vijayawada,Industrial Corridors & SEZ,1051.4,2282,14.3,45,0,False,False,0.0,0.0,Low,3.9,Preliminary Investigation,104,1
LA-MA-2026-0887,Aurangabad Block-IV Mineral Extraction & Processing Node,Maharashtra,Aurangabad,Mining & Coal Exploration,878.3,1389,66.6,54,3,True,True,26.3,44.0,Medium,5.5,Compensation Disbursement,112,1
LA-MA-2026-0888,Gwalior Dedicated Freight Rail Freight Corridor & Terminal,Madhya Pradesh,Gwalior,Railways & Dedicated Freight,1111.5,1990,60.0,90,5,True,True,37.2,59.5,Medium,5.5,Compensation Disbursement,139,1
LA-UT-2026-0889,Kanpur Multimodal Logistics Hub & Industrial Township,Uttar Pradesh,Kanpur,Industrial Corridors & SEZ,121.0,161,57.6,80,2,True,True,11.7,20.2,Medium,5.6,Rehabilitation & Resettlement (R&R),114,1
LA-TA-2026-0890,Salem Ultra-Mega 500MW Solar Photovoltaic Park,Tamil Nadu,Salem,Renewable Energy & Solar Parks,639.7,1368,47.8,68,1,True,True,26.3,52.6,Medium,4.3,Rehabilitation & Resettlement (R&R),77,1
LA-OD-2026-0891,Bhubaneswar Multi-Village Barrage & Micro-Irrigation Canal,Odisha,Bhubaneswar,Irrigation & Water Reservoirs,1101.1,2080,11.3,34,0,False,True,0.0,0.0,Low,5.1,Land Survey & Demarcation,90,1
LA-OD-2026-0892,Bhubaneswar Ring-Rail & Transit Oriented Development,Odisha,Bhubaneswar,Urban Metros & Smart Cities,103.8,145,14.2,0,2,False,True,0.0,0.0,High,4.5,Notification (Sec 11),75,1
LA-GU-2026-0893,Vadodara Multi-Village Barrage & Micro-Irrigation Canal,Gujarat,Vadodara,Irrigation & Water Reservoirs,823.0,2019,5.3,24,2,False,False,0.0,0.0,High,4.0,Preliminary Investigation,90,1
LA-GU-2026-0894,Vadodara Multi-Village Barrage & Micro-Irrigation Canal,Gujarat,Vadodara,Irrigation & Water Reservoirs,1156.3,2333,3.8,15,0,True,False,0.0,0.0,Low,4.4,Preliminary Investigation,47,0
LA-TA-2026-0895,Coimbatore Ultra-Mega 500MW Solar Photovoltaic Park,Tamil Nadu,Coimbatore,Renewable Energy & Solar Parks,279.5,369,73.9,14,1,True,True,94.5,89.0,Low,3.6,Possession (Sec 38),23,0
LA-MA-2026-0896,Jabalpur Multimodal Logistics Hub & Industrial Township,Madhya Pradesh,Jabalpur,Industrial Corridors & SEZ,322.5,237,2.6,10,1,False,False,0.0,0.0,Low,6.2,Preliminary Investigation,97,1
LA-TA-2026-0897,Salem Dedicated Freight Rail Freight Corridor & Terminal,Tamil Nadu,Salem,Railways & Dedicated Freight,596.3,304,94.2,9,0,True,True,96.2,88.6,Medium,4.3,Possession (Sec 38),0,0
LA-MA-2026-0898,Indore Bypass 6-Lane Expressway Expansion,Madhya Pradesh,Indore,Highways & Expressways,218.2,166,9.1,31,2,True,True,0.0,0.0,Medium,4.7,Notification (Sec 11),85,1
LA-GU-2026-0899,Ahmedabad Ultra-Mega 500MW Solar Photovoltaic Park,Gujarat,Ahmedabad,Renewable Energy & Solar Parks,516.9,293,10.5,5,0,True,True,0.0,0.0,Medium,3.5,Notification (Sec 11),3,0
LA-TA-2026-0900,Salem Dedicated Freight Rail Freight Corridor & Terminal,Tamil Nadu,Salem,Railways & Dedicated Freight,53.3,35,2.9,35,1,False,True,0.0,0.0,Medium,4.4,Notification (Sec 11),100,1
LA-UT-2026-0901,Kanpur Dedicated Freight Rail Freight Corridor & Terminal,Uttar Pradesh,Kanpur,Railways & Dedicated Freight,181.5,345,12.1,72,2,False,True,11.8,2.3,Low,5.6,Compensation Assessment,135,1
LA-UT-2026-0902,Gorakhpur Dedicated Freight Rail Freight Corridor & Terminal,Uttar Pradesh,Gorakhpur,Railways & Dedicated Freight,587.0,544,86.6,4,0,True,True,85.1,92.9,Medium,6.6,Possession (Sec 38),0,0
LA-UT-2026-0903,Lucknow Dedicated Freight Rail Freight Corridor & Terminal,Uttar Pradesh,Lucknow,Railways & Dedicated Freight,761.7,1010,42.8,46,0,True,True,12.4,8.1,High,4.8,Objection / Legal Hearing (Sec 15),37,0
LA-TA-2026-0904,Salem Dedicated Freight Rail Freight Corridor & Terminal,Tamil Nadu,Salem,Railways & Dedicated Freight,747.5,1555,89.4,16,1,True,True,90.2,57.9,Medium,3.7,Possession (Sec 38),7,0
LA-MA-2026-0905,Nashik Multimodal Logistics Hub & Industrial Township,Maharashtra,Nashik,Industrial Corridors & SEZ,933.2,541,4.2,19,1,False,True,0.0,0.0,High,5.2,Land Survey & Demarcation,78,1
LA-AN-2026-0906,Kurnool Multimodal Logistics Hub & Industrial Township,Andhra Pradesh,Kurnool,Industrial Corridors & SEZ,1110.1,1898,87.2,10,0,True,True,78.8,54.5,High,5.6,Final Acquisition Complete,0,0
LA-MA-2026-0907,Thane Ultra-Mega 500MW Solar Photovoltaic Park,Maharashtra,Thane,Renewable Energy & Solar Parks,292.7,688,77.2,26,0,True,True,67.7,98.6,Medium,7.3,Final Acquisition Complete,18,0
LA-GU-2026-0908,Vadodara Ring-Rail & Transit Oriented Development,Gujarat,Vadodara,Urban Metros & Smart Cities,967.6,1815,10.3,13,1,False,True,0.0,0.0,High,4.1,Land Survey & Demarcation,62,1
LA-UT-2026-0909,Lucknow Dedicated Freight Rail Freight Corridor & Terminal,Uttar Pradesh,Lucknow,Railways & Dedicated Freight,240.1,430,41.0,53,5,False,True,29.4,28.5,Medium,5.3,Compensation Disbursement,127,1
LA-MA-2026-0910,Thane Multi-Village Barrage & Micro-Irrigation Canal,Maharashtra,Thane,Irrigation & Water Reservoirs,103.2,219,7.4,32,1,False,False,0.0,0.0,High,7.0,Preliminary Investigation,99,1
LA-AN-2026-0911,Visakhapatnam Bypass 6-Lane Expressway Expansion,Andhra Pradesh,Visakhapatnam,Highways & Expressways,538.7,606,73.7,27,0,True,True,90.4,99.7,Low,4.1,Possession (Sec 38),23,0
LA-AN-2026-0912,Vijayawada Dedicated Freight Rail Freight Corridor & Terminal,Andhra Pradesh,Vijayawada,Railways & Dedicated Freight,1072.3,1751,5.1,18,1,False,False,0.0,0.0,High,4.6,Preliminary Investigation,79,1
LA-OD-2026-0913,Balasore Block-IV Mineral Extraction & Processing Node,Odisha,Balasore,Mining & Coal Exploration,203.3,326,17.7,7,4,True,True,12.1,16.5,Medium,6.0,Objection / Legal Hearing (Sec 15),100,1
LA-AN-2026-0914,Kurnool Dedicated Freight Rail Freight Corridor & Terminal,Andhra Pradesh,Kurnool,Railways & Dedicated Freight,741.3,1692,78.4,18,0,True,True,60.1,83.6,High,5.1,Possession (Sec 38),0,0
LA-MA-2026-0915,Indore Multi-Village Barrage & Micro-Irrigation Canal,Madhya Pradesh,Indore,Irrigation & Water Reservoirs,201.7,459,92.5,28,0,True,True,60.9,88.3,High,4.2,Possession (Sec 38),6,0
LA-TA-2026-0916,Madurai Multi-Village Barrage & Micro-Irrigation Canal,Tamil Nadu,Madurai,Irrigation & Water Reservoirs,463.2,883,34.5,45,1,True,True,5.7,15.8,Medium,4.1,Objection / Legal Hearing (Sec 15),64,0
LA-OD-2026-0917,Sundargarh Bypass 6-Lane Expressway Expansion,Odisha,Sundargarh,Highways & Expressways,783.4,493,10.8,60,3,True,True,8.6,7.2,High,7.5,Objection / Legal Hearing (Sec 15),116,1
LA-MA-2026-0918,Nashik Block-IV Mineral Extraction & Processing Node,Maharashtra,Nashik,Mining & Coal Exploration,210.8,197,85.5,12,0,True,True,81.2,59.8,Medium,5.0,Possession (Sec 38),7,0
LA-OD-2026-0919,Bhubaneswar Ultra-Mega 500MW Solar Photovoltaic Park,Odisha,Bhubaneswar,Renewable Energy & Solar Parks,319.2,494,2.2,17,2,True,False,0.0,0.0,Medium,4.9,Preliminary Investigation,84,1
LA-AN-2026-0920,Vijayawada Bypass 6-Lane Expressway Expansion,Andhra Pradesh,Vijayawada,Highways & Expressways,363.7,523,2.5,38,0,True,True,0.0,0.0,Low,4.0,Land Survey & Demarcation,77,1
LA-MA-2026-0921,Thane Multi-Village Barrage & Micro-Irrigation Canal,Maharashtra,Thane,Irrigation & Water Reservoirs,919.0,1788,98.0,24,0,True,True,69.8,50.4,Medium,6.5,Final Acquisition Complete,9,0
LA-JH-2026-0922,Hazaribagh Bypass 6-Lane Expressway Expansion,Jharkhand,Hazaribagh,Highways & Expressways,208.2,159,95.0,14,0,True,True,83.0,64.0,Medium,5.5,Possession (Sec 38),0,0
LA-OD-2026-0923,Sambalpur Multi-Village Barrage & Micro-Irrigation Canal,Odisha,Sambalpur,Irrigation & Water Reservoirs,25.7,36,10.2,33,2,False,True,0.0,0.0,High,6.0,Land Survey & Demarcation,98,1
LA-TA-2026-0924,Salem Ultra-Mega 500MW Solar Photovoltaic Park,Tamil Nadu,Salem,Renewable Energy & Solar Parks,173.3,99,99.8,12,0,True,True,93.7,55.8,High,3.9,Possession (Sec 38),0,0
LA-JH-2026-0925,East Singhbhum Ring-Rail & Transit Oriented Development,Jharkhand,East Singhbhum,Urban Metros & Smart Cities,553.7,930,2.1,15,2,False,True,0.0,0.0,Medium,6.2,Land Survey & Demarcation,106,1
LA-OD-2026-0926,Jharsuguda Block-IV Mineral Extraction & Processing Node,Odisha,Jharsuguda,Mining & Coal Exploration,569.4,758,43.2,11,2,True,True,13.5,18.5,Medium,6.4,Objection / Legal Hearing (Sec 15),61,1
LA-GU-2026-0927,Rajkot Ultra-Mega 500MW Solar Photovoltaic Park,Gujarat,Rajkot,Renewable Energy & Solar Parks,72.6,178,72.0,5,1,True,True,73.3,65.5,Low,4.4,Possession (Sec 38),12,0
LA-UT-2026-0928,Kanpur Ultra-Mega 500MW Solar Photovoltaic Park,Uttar Pradesh,Kanpur,Renewable Energy & Solar Parks,53.4,69,54.9,84,5,True,True,34.9,29.2,Low,5.6,Compensation Disbursement,133,1
LA-MA-2026-0929,Gwalior Multimodal Logistics Hub & Industrial Township,Madhya Pradesh,Gwalior,Industrial Corridors & SEZ,104.1,253,81.3,20,1,True,True,86.4,72.0,Medium,5.7,Final Acquisition Complete,26,0
LA-OD-2026-0930,Bhubaneswar Bypass 6-Lane Expressway Expansion,Odisha,Bhubaneswar,Highways & Expressways,39.2,30,16.8,37,4,True,True,12.0,17.7,Medium,4.5,Compensation Assessment,118,1
LA-MA-2026-0931,Nagpur Bypass 6-Lane Expressway Expansion,Maharashtra,Nagpur,Highways & Expressways,575.3,1416,27.3,52,4,True,True,1.2,9.2,High,4.2,Objection / Legal Hearing (Sec 15),108,1
LA-AN-2026-0932,Guntur Multimodal Logistics Hub & Industrial Township,Andhra Pradesh,Guntur,Industrial Corridors & SEZ,827.1,1747,77.4,10,0,True,True,92.6,71.7,High,4.6,Final Acquisition Complete,0,0
LA-GU-2026-0933,Ahmedabad Bypass 6-Lane Expressway Expansion,Gujarat,Ahmedabad,Highways & Expressways,677.1,1482,14.3,6,0,False,True,0.0,0.0,High,4.0,Land Survey & Demarcation,27,0
LA-GU-2026-0934,Rajkot Dedicated Freight Rail Freight Corridor & Terminal,Gujarat,Rajkot,Railways & Dedicated Freight,1139.5,2080,97.8,4,0,True,True,62.3,70.3,High,3.7,Possession (Sec 38),0,0
LA-JH-2026-0935,East Singhbhum Multi-Village Barrage & Micro-Irrigation Canal,Jharkhand,East Singhbhum,Irrigation & Water Reservoirs,716.4,938,43.6,51,5,True,True,34.4,23.2,High,6.2,Rehabilitation & Resettlement (R&R),122,1
LA-MA-2026-0936,Pune Ultra-Mega 500MW Solar Photovoltaic Park,Maharashtra,Pune,Renewable Energy & Solar Parks,603.9,413,77.5,32,3,True,True,35.9,64.6,Low,4.0,Rehabilitation & Resettlement (R&R),94,1
LA-TA-2026-0937,Madurai Block-IV Mineral Extraction & Processing Node,Tamil Nadu,Madurai,Mining & Coal Exploration,142.5,355,27.6,72,3,True,True,10.0,61.1,Low,3.9,Compensation Disbursement,133,1
LA-AN-2026-0938,Visakhapatnam Ultra-Mega 500MW Solar Photovoltaic Park,Andhra Pradesh,Visakhapatnam,Renewable Energy & Solar Parks,209.9,430,27.4,25,2,True,True,3.4,5.7,High,3.7,Compensation Assessment,48,0
LA-TA-2026-0939,Madurai Ring-Rail & Transit Oriented Development,Tamil Nadu,Madurai,Urban Metros & Smart Cities,958.3,2102,17.4,12,0,True,True,6.9,14.1,High,4.1,Objection / Legal Hearing (Sec 15),2,0
LA-UT-2026-0940,Lucknow Block-IV Mineral Extraction & Processing Node,Uttar Pradesh,Lucknow,Mining & Coal Exploration,833.1,1381,53.3,70,1,True,True,14.9,47.2,Low,5.4,Compensation Disbursement,109,1
LA-GU-2026-0941,Surat Ring-Rail & Transit Oriented Development,Gujarat,Surat,Urban Metros & Smart Cities,482.7,1025,43.8,46,1,True,True,11.8,17.3,High,3.8,Compensation Assessment,40,0
LA-UT-2026-0942,Lucknow Bypass 6-Lane Expressway Expansion,Uttar Pradesh,Lucknow,Highways & Expressways,1053.7,1231,74.2,29,0,True,True,80.5,74.8,Medium,5.0,Possession (Sec 38),11,0
LA-GU-2026-0943,Ahmedabad Ring-Rail & Transit Oriented Development,Gujarat,Ahmedabad,Urban Metros & Smart Cities,421.2,298,88.0,60,5,True,True,18.1,22.4,High,3.8,Compensation Disbursement,108,1
